delta,y
-62.150037058036744,0.0
-62.150943473621226,-170786.3168195458
-62.15184988920569,-143900.02564092213
-62.152756304790174,52444.01590290712
-62.153662720374655,89522.33977503609
-62.15456913595912,0.0
-62.1554755515436,71765.38684611768
-62.156381967128084,267131.47530973144
-62.15728838271255,243048.1166879572
-62.15819479829703,42984.94541318342
-62.15910121388151,0.0
-62.160007629465994,118192.60767766088
-62.16091404505046,30127.239519829396
-62.16182046063494,-181679.9880780056
-62.16272687621942,-166155.83192390203
-62.16363329180389,0.0
-62.16453970738837,-45275.92804565653
-62.16544612297285,-227303.36966461642
-62.16635253855732,-168058.61941130413
-62.1672589541418,68178.2695008656
-62.16816536972628,105012.78378914017
-62.16907178531076,10629.30578332534
-62.16997820089523,169691.87110511726
-62.17088461647971,513479.39606469264
-62.17179103206419,643501.4924743678
-62.17269744764866,610572.7225142159
-62.17360386323314,797664.4368570396
-62.17451027881762,1146065.00609793
-62.17541669440209,1287104.825927469
-62.17632310998657,1321136.8757612342
-62.17722952557105,1657382.003645896
-62.17813594115553,2195672.3326820987
-62.17904235674,2480315.2877806607
-62.17994877232448,2543960.3655202724
-62.18085518790896,2778067.1794208437
-62.18176160349343,3106823.5855062753
-62.18266801907791,3139089.0416340386
-62.18357443466239,3000574.926772785
-62.18448085024687,3148572.928918273
-62.18538726583134,3499260.9196663154
-62.18629368141582,3610867.157021077
-62.1872000970003,3574991.7830174915
-62.18810651258477,3830084.652965656
-62.18901292816925,4262562.864961242
-62.18991934375373,4422368.2000968475
-62.190825759338196,4456301.5448710825
-62.19173217492268,4868499.1849400345
-62.19263859050716,5524044.202786996
-62.19354500609164,5866625.679103467
-62.194451421676106,5950569.916458248
-62.19535783726059,6262395.760884766
-62.19626425284507,6709740.345517583
-62.197170668429536,6820679.069711374
-62.19807708401402,6757094.439413421
-62.1989834995985,7067451.526062112
-62.199889915182965,7617441.506471951
-62.200796330767446,7843568.842198532
-62.20170274635193,7870922.594370686
-62.20260916193641,8272641.573544961
-62.203515577520875,8927361.887414286
-62.204421993105356,9255735.91159301
-62.20532840868984,9381097.722367527
-62.206234824274304,9893575.113538291
-62.207141239858785,10692785.166233452
-62.208047655443266,11263223.314314013
-62.20895407102773,11846343.83590133
-62.209860486612214,13086058.02234073
-62.210766902196696,14761003.474882592
-62.21167331778118,16160925.026759848
-62.212579733365644,17471363.81318951
-62.213486148950125,19460277.741299227
-62.214392564534606,22030218.73478924
-62.21529898011907,24381525.322582077
-62.216205395703554,26290878.075944435
-62.217111811288035,27898810.236426935
-62.2180182268725,28688494.053368326
-62.21892464245698,28191838.14022538
-62.219831058041464,27290104.904839274
-62.220737473625945,27245381.015964292
-62.22164388921041,27890631.92714758
-62.22255030479489,28391938.44657389
-62.223456720379374,29208572.225390926
-62.22436313596384,31433883.647437945
-62.22526955154832,34728161.92969393
-62.226175967132804,37896765.43788303
-62.22708238271727,41024431.85196005
-62.22798879830175,44966515.53930561
-62.22889521388623,49260378.86978356
-62.229801629470714,52786023.29314137
-62.23070804505518,56018600.72433075
-62.23161446063966,60321213.18467726
-62.23252087622414,65547901.9939773
-62.23342729180861,70773131.43613325
-62.23433370739309,76734021.2147199
-62.23524012297757,84901274.20041637
-62.23614653856204,94890013.55188471
-62.23705295414652,105708397.82371859
-62.237959369731,118711336.39171979
-62.23886578531548,136103333.28331187
-62.23977220089995,157600187.51077306
-62.24067861648443,182374023.92388013
-62.24158503206891,213243592.0999436
-62.24249144765338,254739885.78473893
-62.24339786323786,308463638.08920604
-62.24430427882234,375578936.92434573
-62.24521069440681,462475008.87246686
-62.24611710999129,577823701.3758956
-62.24702352557577,725866411.7090536
-62.24792994116025,909738329.3782495
-62.24883635674472,1135346760.9389286
-62.2497427723292,1392414563.533869
-62.25064918791368,1625539049.9963357
-62.25155560349815,1744978715.649075
-62.25246201908263,1690165100.5916598
-62.25336843466711,1484084395.175445
-62.254274850251576,1214712393.543343
-62.25518126583606,964514823.1497169
-62.25608768142054,765409926.5679193
-62.25699409700502,611951106.8670652
-62.25790051258949,493523326.5808236
-62.25880692817397,404187863.7567154
-62.25971334375845,336471586.7020183
-62.260619759342916,281910729.2873466
-62.2615261749274,236966585.10777885
-62.26243259051188,201616269.88324875
-62.263339006096345,173836472.20355356
-62.264245421680826,150253758.30336976
-62.26515183726531,130107239.24634534
-62.26605825284979,114164906.2795884
-62.266964668434255,101228554.92961305
-62.267871084018736,89230434.34189568
-62.26877749960322,78318853.42794366
-62.269683915187684,69706646.03635673
-62.270590330772166,62726088.4822483
-62.27149674635665,55794119.86441766
-62.272403161941114,49134029.919784375
-62.273309577525595,44005443.51914189
-62.274215993110076,40233178.280599914
-62.27512240869456,36764277.50396594
-62.276028824279024,33747709.627009645
-62.276935239863505,31947405.720950954
-62.277841655447986,30865262.67398463
-62.27874807103245,29342633.722044487
-62.279654486616934,27358400.7562314
-62.280560902201415,25592199.065592386
-62.28146731778588,23906757.06949983
-62.28237373337036,21792796.05985137
-62.283280148954844,19635436.76707362
-62.284186564539326,18096581.46631688
-62.28509298012379,16866632.19384764
-62.285999395708274,15336966.864472114
-62.286905811292755,13868278.036980156
-62.28781222687722,13137297.606078506
-62.2887186424617,12841219.663305057
-62.289625058046184,12252720.238651926
-62.29053147363065,11491671.037238957
-62.29143788921513,11118390.160056965
-62.29234430479961,11008441.757778404
-62.293250720384094,10700807.195990132
-62.29415713596856,10353464.43106771
-62.29506355155304,10350033.22652837
-62.29596996713752,10443647.77668178
-62.29687638272199,10232846.523302983
-62.29778279830647,10024006.519822996
-62.29868921389095,10349421.790214527
-62.29959562947542,11083530.481949003
-62.3005020450599,11819996.166953556
-62.30140846064438,12597074.436477855
-62.30231487622886,13440391.569884643
-62.30322129181333,13724679.29359768
-62.30412770739781,12869607.395456579
-62.30503412298229,11266561.947825238
-62.30594053856676,9741985.638102833
-62.30684695415124,8503901.769849198
-62.30775336973572,7331832.1779656615
-62.30865978532019,6351431.462764537
-62.30956620090467,5834416.897315385
-62.31047261648915,5580079.346678341
-62.31137903207363,5221147.259551564
-62.3122854476581,4851459.566691625
-62.31319186324258,4724641.984868868
-62.31409827882706,4652777.924396261
-62.31500469441153,4308489.171957104
-62.31591110999601,3810555.913373019
-62.31681752558049,3441132.129809983
-62.31772394116496,3096655.043646103
-62.31863035674944,2563830.8760480653
-62.31953677233392,2025798.5522806277
-62.3204431879184,1761910.5751895835
-62.32134960350287,1639047.1080503399
-62.32225601908735,1398450.1678681085
-62.32316243467183,1153502.4927404127
-62.324068850256296,1126170.801159739
-62.32497526584078,1179749.2340509589
-62.32588168142526,1074130.3628619444
-62.326788097009725,907814.7911915649
-62.327694512594206,873280.2299047946
-62.32860092817869,850072.8360407376
-62.32950734376317,656756.6991138263
-62.330413759347636,436411.19936434366
-62.33132017493212,394041.79174049105
-62.3322265905166,412417.28934427677
-62.333133006101065,300614.63934855955
-62.334039421685546,160617.76562650874
-62.33494583727003,151431.97434916347
-62.335852252854494,151827.7134199259
-62.336758668438975,0.0
-62.337665084023456,-42714.21613716148
-62.33857149960794,31808.220469515305
-62.339477915192404,110914.05493684066
-62.340384330776885,58845.28311906988
-62.341290746361366,0.0
-62.34219716194583,33241.412613148335
-62.343103577530314,63541.661623502616
-62.344009993114796,-35217.47530416772
-62.34491640869926,-110428.8530871619
-62.345822824283744,0.0
-62.346729239868225,40068.280317265075
-62.347635655452706,-12905.59632541635
-62.34854207103717,-67781.5116337412
-62.349448486621654,0.0
