delta,y
-62.77999588924817,0.0
-62.78090230483264,-266411.5038030194
-62.78180872041712,-91609.97189046908
-62.7827151360016,149597.54260763247
-62.783621551586066,16260.557463059202
-62.78452796717055,0.0
-62.78543438275503,-122286.73661821522
-62.78634079833951,44500.63429955859
-62.787247213923976,-99649.0546610402
-62.78815362950846,-260871.87368184887
-62.78906004509294,0.0
-62.789966460677405,236156.48502771743
-62.790872876261886,-27219.979688111693
-62.79177929184637,-325607.18485379964
-62.792685707430834,-142349.09572213702
-62.793592123015316,0.0
-62.7944985385998,-47188.93241515197
-62.79540495418428,-367500.5010424573
-62.796311369768745,-376395.41817399487
-62.797217785353226,-475410.42564558797
-62.79812420093771,-1166818.952974487
-62.799030616522174,-1889817.2930884026
-62.799937032106655,-1942878.6227416191
-62.800843447691136,-1691266.8994896784
-62.8017498632756,-1656761.4166491032
-62.802656278860084,-1327690.850674672
-62.803562694444565,-125981.54324911162
-62.804469110029046,1370392.581352245
-62.80537552561351,2449292.7994044404
-62.806281941197994,3563233.657816209
-62.807188356782476,5300564.38298207
-62.80809477236694,7018239.294673698
-62.809001187951424,7851977.209832817
-62.809907603535905,8160031.218965074
-62.81081401912037,8641023.61469969
-62.81172043470485,9004055.981783912
-62.812626850289334,8868644.3509506
-62.813533265873815,8949361.5451073
-62.81443968145828,9920960.289138619
-62.81534609704276,11108845.117201677
-62.816252512627244,11688363.756829537
-62.81715892821171,12097323.06315045
-62.81806534379619,12850308.073974306
-62.81897175938067,13149144.4632313
-62.819878174965154,12218585.752413299
-62.82078459054962,10859499.159817925
-62.8216910061341,10107908.171660166
-62.822597421718584,9538235.667064361
-62.82350383730305,8480838.598773362
-62.82441025288753,7653712.979103301
-62.82531666847201,7896637.48505803
-62.82622308405648,8547907.541077195
-62.82712949964096,8802935.789524563
-62.82803591522544,9396554.975319186
-62.82894233080992,11181855.252581174
-62.82984874639439,13385031.643895362
-62.83075516197887,15085341.106052278
-62.83166157756335,17030784.11252754
-62.83256799314782,20105656.40393442
-62.8334744087323,23445634.178682856
-62.83438082431678,26031514.7757064
-62.83528723990125,28666714.69933149
-62.83619365548573,32353300.725884147
-62.83710007107021,36247152.333429255
-62.83800648665469,39311118.42560037
-62.83891290223916,42380971.58147293
-62.83981931782364,46411128.45418227
-62.84072573340812,50366285.126774564
-62.84163214899259,53182267.24439651
-62.84253856457707,56126347.99303756
-62.84344498016155,60781043.35201734
-62.84435139574602,66301968.545012526
-62.8452578113305,70986965.91594559
-62.84616422691498,74762550.5284058
-62.84707064249946,77828964.65534621
-62.84797705808393,79035614.51100743
-62.84888347366841,78278072.45942311
-62.84978988925289,78325064.58455543
-62.850696304837356,81421508.32440335
-62.85160272042184,86206972.74067807
-62.85250913600632,90704097.54357381
-62.853415551590786,95793960.28019857
-62.85432196717527,102746398.41752315
-62.85522838275975,110212819.96656998
-62.85613479834423,117172199.66343561
-62.857041213928696,125978203.1991579
-62.85794762951318,138718272.51246378
-62.85885404509766,153447607.67348117
-62.859760460682125,167886486.4218985
-62.860666876266606,183660218.26586995
-62.86157329185109,202795074.67280886
-62.862479707435554,223668391.23209363
-62.863386123020035,245091506.07305095
-62.864292538604516,270566725.42270195
-62.865198954189,303415975.24840134
-62.866105369773464,341831631.4944172
-62.867011785357946,384253911.1369395
-62.86791820094243,434994736.68140507
-62.868824616526894,498497989.2603994
-62.869731032111375,573596617.823754
-62.870637447695856,660772553.2846231
-62.87154386328032,769260892.6650778
-62.872450278864804,909110949.1692145
-62.873356694449285,1083752919.6754658
-62.874263110033766,1300359976.68047
-62.87516952561823,1578800509.8259535
-62.876075941202714,1938318949.9746284
-62.876982356787195,2386436700.6762333
-62.87788877237166,2933657217.714155
-62.87879518795614,3590689174.6690397
-62.879701603540624,4301892993.376362
-62.88060801912509,4882960265.644264
-62.88151443470957,5089234669.14588
-62.882420850294054,4800019456.714239
-62.883327265878535,4129964420.760137
-62.884233681463,3336457185.7248497
-62.88514009704748,2627362343.147023
-62.886046512631964,2069092042.2537074
-62.88695292821643,1640311768.2132306
-62.88785934380091,1311827845.8930595
-62.88876575938539,1064139729.8016812
-62.88967217496986,874247896.6821887
-62.89057859055434,721622787.0613502
-62.89148500613882,599709482.3106354
-62.8923914217233,507167098.76381564
-62.89329783730777,435656157.2492573
-62.89420425289225,375736216.74599266
-62.89511066847673,326223566.344471
-62.8960170840612,288531156.4069957
-62.89692349964568,258330823.56454688
-62.89782991523016,230301769.93713695
-62.89873633081463,205182801.1254755
-62.89964274639911,185375743.79883006
-62.90054916198359,168655282.46735018
-62.90145557756807,152093499.77236882
-62.90236199315254,137483227.72960287
-62.90326840873702,127355243.80491114
-62.9041748243215,119652826.89951763
-62.90508123990597,111194651.86954834
-62.90598765549045,102679964.0191663
-62.90689407107493,95895739.47920331
-62.9078004866594,89564774.69307692
-62.90870690224388,82155690.1835533
-62.90961331782836,75522189.78869063
-62.91051973341284,71760204.06420428
-62.91142614899731,69331841.69277014
-62.91233256458179,65868535.966255546
-62.91323898016627,62042327.45524296
-62.91414539575074,59332456.509760216
-62.91505181133522,56666293.74128222
-62.9159582269197,52553517.93551421
-62.916864642504166,48105717.465848066
-62.91777105808865,44862218.421150014
-62.91867747367313,41874931.128500536
-62.91958388925761,37795590.67134518
-62.920490304842076,33694200.1075155
-62.92139672042656,31122203.70420458
-62.92230313601104,29440787.816854972
-62.923209551595505,27585798.914272558
-62.924115967179986,26452911.363167726
-62.92502238276447,27090696.584791414
-62.925928798348934,28461272.50575254
-62.926835213933416,29331995.076828375
-62.9277416295179,30552795.7565534
-62.92864804510238,33273745.524837483
-62.929554460686845,36734793.313594356
-62.930460876271326,39890245.499723785
-62.93136729185581,43282208.69944748
-62.932273707440274,47109338.14591528
-62.933180123024755,49297309.48148589
-62.934086538609236,47841761.22266905
-62.9349929541937,43606664.32080347
-62.935899369778184,38756174.36003743
-62.936805785362665,33900131.56940257
-62.937712200947146,28742522.181239765
-62.93861861653161,23981052.47265641
-62.939525032116094,20400070.020942144
-62.940431447700576,17291247.179069847
-62.94133786328504,13715895.750095822
-62.942244278869524,10261215.224582957
-62.943150694454005,7886012.963850599
-62.94405711003847,6206518.133749893
-62.94496352562295,4528704.940438403
-62.945869941207434,3359317.7762614414
-62.946776356791915,3286038.665927426
-62.94768277237638,3526669.862328777
-62.94858918796086,3142513.7653376646
-62.949495603545344,2567923.148790625
-62.95040201912981,2485424.3757769223
-62.95130843471429,2371605.8282664865
-62.95221485029877,1641697.2086576317
-62.95312126588324,1072498.9763472928
-62.95402768146772,1568196.3399384432
-62.9549340970522,2562431.893787345
-62.955840512636684,3083304.313868924
-62.95674692822115,3377013.5781528354
-62.95765334380563,4077585.1928851623
-62.95855975939011,4778968.859352927
-62.95946617497458,4830218.325280912
-62.96037259055906,4611526.47111219
-62.96127900614354,4685029.433012389
-62.96218542172801,4578267.878465251
-62.96309183731249,3686021.798202133
-62.96399825289697,2500529.216457326
-62.96490466848145,1727432.3234855505
-62.96581108406592,1058152.9138911609
-62.9667174996504,0.0
-62.96762391523488,-646640.4749414232
-62.96853033081935,-576843.3692674907
-62.96943674640383,-192579.09779168572
-62.97034316198831,-104051.88471616246
-62.97124957757278,0.0
-62.97215599315726,137689.5913938526
-62.97306240874174,326293.3160544159
-62.97396882432622,57513.66541445535
-62.97487523991069,-229145.08852577768
-62.97578165549517,0.0
-62.97668807107965,512735.60261886567
-62.97759448666412,455739.8444753289
-62.9785009022486,117680.88577018864
-62.97940731783308,0.0
