delta,y
-62.150037058036744,0.0
-62.150943473621226,88104.83320890483
-62.15184988920569,-43627.50984953856
-62.152756304790174,-134365.0196635616
-62.153662720374655,-26123.848612899892
-62.15456913595912,0.0
-62.1554755515436,-187836.52809056733
-62.156381967128084,-262751.6032200153
-62.15728838271255,-48708.645266956184
-62.15819479829703,112441.54377268162
-62.15910121388151,0.0
-62.160007629465994,-14046.882061952725
-62.16091404505046,185005.00512579037
-62.16182046063494,292473.84581314214
-62.16272687621942,123827.63242829591
-62.16363329180389,0.0
-62.16453970738837,159761.87588285794
-62.16544612297285,257738.99315606523
-62.16635253855732,115782.16738640144
-62.1672589541418,63089.92885629414
-62.16816536972628,280878.4371908186
-62.16907178531076,421479.0517492541
-62.16997820089523,291958.26431830693
-62.17088461647971,256179.61579885473
-62.17179103206419,535967.1406290834
-62.17269744764866,780695.8810392804
-62.17360386323314,758394.3965951088
-62.17451027881762,795478.9164138502
-62.17541669440209,1095193.0522720166
-62.17632310998657,1309696.0568121094
-62.17722952557105,1235062.761410919
-62.17813594115553,1237953.2435117033
-62.17904235674,1549418.847702168
-62.17994877232448,1846313.5885065678
-62.18085518790896,1977273.6482528774
-62.18176160349343,2358955.6628883095
-62.18266801907791,3174573.8924480095
-62.18357443466239,3922781.3912637914
-62.18448085024687,4249888.439745609
-62.18538726583134,4488307.220771547
-62.18629368141582,4896287.136363223
-62.1872000970003,5145418.55431503
-62.18810651258477,5062316.363388326
-62.18901292816925,5079514.625150716
-62.18991934375373,5421163.18257082
-62.190825759338196,5635634.579333503
-62.19173217492268,5466892.136313569
-62.19263859050716,5380013.003362129
-62.19354500609164,5683041.494748199
-62.194451421676106,5955190.154875206
-62.19535783726059,5897795.736072833
-62.19626425284507,5907915.885660314
-62.197170668429536,6244928.662441157
-62.19807708401402,6493516.460548617
-62.1989834995985,6432864.976722605
-62.199889915182965,6557339.606036855
-62.200796330767446,7141842.279239124
-62.20170274635193,7683749.687796978
-62.20260916193641,7861577.068793234
-62.203515577520875,8117451.163424671
-62.204421993105356,8688925.649574097
-62.20532840868984,9041616.795194987
-62.206234824274304,8904415.173533935
-62.207141239858785,8874809.827475647
-62.208047655443266,9336644.9007845
-62.20895407102773,9792002.72044677
-62.209860486612214,9935515.310580865
-62.210766902196696,10331238.19328589
-62.21167331778118,11323269.072389454
-62.212579733365644,12369458.06792541
-62.213486148950125,13189575.612721195
-62.214392564534606,14452565.225789879
-62.21529898011907,16557144.915370613
-62.216205395703554,18848692.65564621
-62.217111811288035,20770065.851662908
-62.2180182268725,22582114.154232632
-62.21892464245698,24229261.59687884
-62.219831058041464,24868419.17214383
-62.220737473625945,24391995.128690936
-62.22164388921041,24036747.615772836
-62.22255030479489,24566030.407788336
-62.223456720379374,25268397.000846773
-62.22436313596384,25683565.48537785
-62.22526955154832,26749499.837955654
-62.226175967132804,29142719.07655033
-62.22708238271727,32048100.13773432
-62.22798879830175,34742493.59767118
-62.22889521388623,37829945.2913394
-62.229801629470714,41750729.1720066
-62.23070804505518,45761118.91944005
-62.23161446063966,49623090.9582408
-62.23252087622414,54501338.56653271
-62.23342729180861,60872899.56074174
-62.23433370739309,67467713.77515462
-62.23524012297757,73657785.00922108
-62.23614653856204,80808944.73665266
-62.23705295414652,89835695.08900386
-62.237959369731,99823407.28195299
-62.23886578531548,110746275.76088068
-62.23977220089995,124903679.34568517
-62.24067861648443,143753116.9967066
-62.24158503206891,166281212.3383122
-62.24249144765338,192786951.53630704
-62.24339786323786,227099619.28245148
-62.24430427882234,272628152.0038076
-62.24521069440681,330134606.5388581
-62.24611710999129,402542459.92567503
-62.24702352557577,497436767.1538157
-62.24792994116025,620988930.3646939
-62.24883635674472,774799641.1458758
-62.2497427723292,962242960.3009498
-62.25064918791368,1185508292.388489
-62.25155560349815,1420252287.1362858
-62.25246201908263,1598446044.3657708
-62.25336843466711,1640674905.0769107
-62.254274850251576,1520250365.0230665
-62.25518126583606,1289504683.191582
-62.25608768142054,1036214033.8287491
-62.25699409700502,819929233.2973499
-62.25790051258949,652622263.3831707
-62.25880692817397,523995069.8769629
-62.25971334375845,425513885.8907792
-62.260619759342916,351328765.6425362
-62.2615261749274,293498167.1288294
-62.26243259051188,245687710.29013807
-62.263339006096345,206671212.07828426
-62.264245421680826,176280303.317888
-62.26515183726531,151774406.5873926
-62.26605825284979,130564700.10057119
-62.266964668434255,112760980.55162263
-62.267871084018736,98687422.87662603
-62.26877749960322,86794041.13225518
-62.269683915187684,75875905.9838862
-62.270590330772166,66772679.32987258
-62.27149674635665,60187434.33780073
-62.272403161941114,54991789.88213512
-62.273309577525595,50073758.51008586
-62.274215993110076,45854892.31442702
-62.27512240869456,42717646.571938984
-62.276028824279024,39789418.07358985
-62.276935239863505,36506403.29638225
-62.277841655447986,33721265.047523245
-62.27874807103245,32086700.38289925
-62.279654486616934,30781436.119991537
-62.280560902201415,28894484.15986159
-62.28146731778588,26767096.33476208
-62.28237373337036,24995621.30916123
-62.283280148954844,23314633.910995774
-62.284186564539326,21404602.395787813
-62.28509298012379,19731353.01349715
-62.285999395708274,18698635.550394766
-62.286905811292755,17886365.666564383
-62.28781222687722,16882281.31459811
-62.2887186424617,16005361.375078555
-62.289625058046184,15537450.363485698
-62.29053147363065,15075415.965353057
-62.29143788921513,14279068.231989458
-62.29234430479961,13481965.491074536
-62.293250720384094,12979916.82941257
-62.29415713596856,12458784.983417531
-62.29506355155304,11672768.71626962
-62.29596996713752,10977045.18580027
-62.29687638272199,10663994.192490704
-62.29778279830647,10439458.827707991
-62.29868921389095,10051066.049744954
-62.29959562947542,9809410.712002099
-62.3005020450599,10029160.360695308
-62.30140846064438,10540602.272385832
-62.30231487622886,11140599.090414364
-62.30322129181333,11897186.194425184
-62.30412770739781,12606709.234797534
-62.30503412298229,12599227.31302009
-62.30594053856676,11568812.80842812
-62.30684695415124,10066835.662026053
-62.30775336973572,8748789.092242546
-62.30865978532019,7646004.286918016
-62.30956620090467,6568119.852089627
-62.31047261648915,5663345.498411856
-62.31137903207363,5098224.390293634
-62.3122854476581,4643147.951659925
-62.31319186324258,4052852.455404558
-62.31409827882706,3491248.545339108
-62.31500469441153,3171841.7220710693
-62.31591110999601,2928746.1837267163
-62.31681752558049,2524808.155111688
-62.31772394116496,2054478.196325684
-62.31863035674944,1686090.036899493
-62.31953677233392,1325866.7541540759
-62.3204431879184,887268.5951113072
-62.32134960350287,595480.4400037574
-62.32225601908735,675844.0062842551
-62.32316243467183,985920.191503535
-62.324068850256296,1253897.0648512375
-62.32497526584078,1437102.3077791217
-62.32588168142526,1575065.4529280076
-62.326788097009725,1551282.2321789642
-62.327694512594206,1294341.1357861515
-62.32860092817869,992085.4814184522
-62.32950734376317,833389.3213486322
