delta,y
-62.77999588924817,0.0
-62.78090230483264,337622.94135218207
-62.78180872041712,727664.007244396
-62.7827151360016,547421.3896949561
-62.783621551586066,7705.586527561769
-62.78452796717055,0.0
-62.78543438275503,-60555.769270027056
-62.78634079833951,-220336.91424121987
-62.787247213923976,-496981.4786791671
-62.78815362950846,-325629.4031218495
-62.78906004509294,0.0
-62.789966460677405,402020.901262559
-62.790872876261886,63214.798353360966
-62.79177929184637,-89716.07233480178
-62.792685707430834,98623.37295636814
-62.793592123015316,0.0
-62.7944985385998,-603949.2691712659
-62.79540495418428,-556398.6113691106
-62.796311369768745,64794.49434536602
-62.797217785353226,423648.7833195515
-62.79812420093771,568866.4824874038
-62.799030616522174,1303924.7223960748
-62.799937032106655,2500579.5346722873
-62.800843447691136,3258195.0471777273
-62.8017498632756,3693479.3584397445
-62.802656278860084,4821127.639250212
-62.803562694444565,6667572.651736301
-62.804469110029046,8238844.5442967
-62.80537552561351,9314207.358270131
-62.806281941197994,10505290.544218613
-62.807188356782476,11633641.071901802
-62.80809477236694,11918223.012343803
-62.809001187951424,11708360.64402058
-62.809907603535905,12119301.348333647
-62.81081401912037,12995234.785548937
-62.81172043470485,13163736.634485045
-62.812626850289334,12631330.434103325
-62.813533265873815,12526905.367793318
-62.81443968145828,12953164.846851517
-62.81534609704276,12965406.901114285
-62.816252512627244,12599162.500027716
-62.81715892821171,12777299.288901094
-62.81806534379619,13278929.848523442
-62.81897175938067,13010521.455220342
-62.819878174965154,12237290.824083485
-62.82078459054962,12293655.267789107
-62.8216910061341,13157025.650021503
-62.822597421718584,13630227.023988672
-62.82350383730305,13803925.210477946
-62.82441025288753,14857545.462007247
-62.82531666847201,16494381.507353107
-62.82622308405648,17176529.758601278
-62.82712949964096,16932713.708237655
-62.82803591522544,17324876.181658816
-62.82894233080992,18605261.601619214
-62.82984874639439,19570158.364692323
-62.83075516197887,20234100.82171524
-62.83166157756335,21875325.138404507
-62.83256799314782,24396507.706848316
-62.8334744087323,26474198.34999734
-62.83438082431678,28344809.35708427
-62.83528723990125,31539543.447201278
-62.83619365548573,35911680.40275647
-62.83710007107021,40003150.24909042
-62.83800648665469,44292889.595813155
-62.83891290223916,50783786.233791634
-62.83981931782364,59271886.05174177
-62.84072573340812,67275169.85689843
-62.84163214899259,73642814.52339722
-62.84253856457707,78909963.2360702
-62.84344498016155,82394058.28962207
-62.84435139574602,82819356.41924168
-62.8452578113305,81766581.03132077
-62.84616422691498,82492252.87319571
-62.84707064249946,85270067.27687554
-62.84797705808393,87893745.2673345
-62.84888347366841,90533100.06010097
-62.84978988925289,95545505.86674397
-62.850696304837356,102591721.67226325
-62.85160272042184,108850148.37882224
-62.85250913600632,114186230.13449101
-62.853415551590786,121098411.67207368
-62.85432196717527,129552520.09945065
-62.85522838275975,137300624.909607
-62.85613479834423,145314763.49174207
-62.857041213928696,157000410.89032772
-62.85794762951318,171939686.36116967
-62.85885404509766,186744846.90140253
-62.859760460682125,202180686.2593344
-62.860666876266606,222543655.25424546
-62.86157329185109,247983951.56617737
-62.862479707435554,275194168.48119175
-62.863386123020035,305884247.2577744
-62.864292538604516,346094597.388724
-62.865198954189,397080310.788031
-62.866105369773464,456697283.7807909
-62.867011785357946,530164199.4161216
-62.86791820094243,628550387.552384
-62.868824616526894,756851062.1544915
-62.869731032111375,917392360.679434
-62.870637447695856,1125791491.6183524
-62.87154386328032,1407464059.0334427
-62.872450278864804,1778024840.937043
-62.873356694449285,2247376914.5766177
-62.874263110033766,2837012409.94834
-62.87516952561823,3542718549.182878
-62.876075941202714,4247535479.0939083
-62.876982356787195,4712675117.753977
-62.87788877237166,4725631979.32407
-62.87879518795614,4278481229.16036
-62.879701603540624,3575840359.830821
-62.88060801912509,2863589672.647266
-62.88151443470957,2271829729.4753137
-62.882420850294054,1810440773.5140598
-62.883327265878535,1452676047.2887702
-62.884233681463,1180122286.6333544
-62.88514009704748,973479084.0451632
-62.886046512631964,809183608.1361121
-62.88695292821643,674750582.6888992
-62.88785934380091,569304093.5777351
-62.88876575938539,487988402.11193514
-62.88967217496986,419959385.78217196
-62.89057859055434,360692331.4346428
-62.89148500613882,313037164.5651551
-62.8923914217233,276048222.6767999
-62.89329783730777,243551772.34937966
-62.89420425289225,213500978.29928112
-62.89511066847673,189017590.67304307
-62.8960170840612,170066873.10630724
-62.89692349964568,152497918.94578394
-62.89782991523016,135309221.16658816
-62.89873633081463,121251186.13489135
-62.89964274639911,110206317.17178185
-62.90054916198359,98894515.65744245
-62.90145557756807,87180476.228728
-62.90236199315254,78289846.54565968
-62.90326840873702,72631218.11965455
-62.9041748243215,67195937.16307208
-62.90508123990597,61149717.31798135
-62.90598765549045,56587960.14289364
-62.90689407107493,53656406.19002956
-62.9078004866594,50045525.613431975
-62.90870690224388,45533466.87668649
-62.90961331782836,42322263.75926632
-62.91051973341284,40661485.36981423
-62.91142614899731,38501069.84450657
-62.91233256458179,35639897.739485845
-62.91323898016627,34094822.348337136
-62.91414539575074,34179427.85109187
-62.91505181133522,34049452.48218708
-62.9159582269197,33248013.916433908
-62.916864642504166,33086538.936598163
-62.91777105808865,33487057.582217813
-62.91867747367313,32947963.12981032
-62.91958388925761,31668931.282487735
-62.920490304842076,31374888.822864477
-62.92139672042656,32057225.416228034
-62.92230313601104,32099992.3588185
-62.923209551595505,31558948.952234037
-62.924115967179986,32146023.836623218
-62.92502238276447,34024250.45898345
-62.925928798348934,35710465.31058035
-62.926835213933416,37062044.25021103
-62.9277416295179,39212531.22896699
-62.92864804510238,41488115.2365435
-62.929554460686845,41496496.01010001
-62.930460876271326,38608005.202725634
-62.93136729185581,34619117.831131704
-62.932273707440274,30755059.383917376
-62.933180123024755,26645200.735694133
-62.934086538609236,22417687.90130349
-62.9349929541937,19141064.841056734
-62.935899369778184,16827951.26535853
-62.936805785362665,14366850.305776743
-62.937712200947146,11708354.78595687
-62.93861861653161,9917805.276747087
-62.939525032116094,8937131.265072182
-62.940431447700576,7514597.924831835
-62.94133786328504,5493857.9637033595
-62.942244278869524,4024224.889043347
-62.943150694454005,3376977.832624099
-62.94405711003847,2636431.207633908
-62.94496352562295,1650168.1370771704
-62.945869941207434,1238300.444202506
-62.946776356791915,1385303.2857444119
-62.94768277237638,1237038.6366038062
-62.94858918796086,967863.5261258278
-62.949495603545344,1653211.344784245
-62.95040201912981,3176738.8001065403
-62.95130843471429,4200891.461988505
-62.95221485029877,4340458.376073616
-62.95312126588324,4501489.757942498
-62.95402768146772,4975197.651140703
-62.9549340970522,5065484.8760017045
-62.955840512636684,4736840.121449509
-62.95674692822115,4797344.814468308
-62.95765334380563,5254944.107527499
-62.95855975939011,5212088.048526774
-62.95946617497458,4552762.167538089
-62.96037259055906,4077494.3580788067
-62.96127900614354,3850139.8049494
-62.96218542172801,3069750.0455414224
-62.96309183731249,1724252.5842529088
-62.96399825289697,762868.4694151115
-62.96490466848145,478261.44708507136
-62.96581108406592,252696.90170592628
-62.9667174996504,0.0
-62.96762391523488,304164.90564001165
-62.96853033081935,994092.3699129717
-62.96943674640383,1127678.1015757797
-62.97034316198831,540860.9267913941
-62.97124957757278,0.0
-62.97215599315726,-41334.65708315
-62.97306240874174,-348361.30829544086
-62.97396882432622,-844239.9288567109
-62.97487523991069,-753409.6032550801
-62.97578165549517,0.0
-62.97668807107965,10108.255283366889
-62.97759448666412,-254792.97912465036
-62.9785009022486,-255964.15178780444
-62.97940731783308,0.0
