delta,y
-62.150037058036744,0.0
-62.150943473621226,75883.93723682477
-62.15184988920569,109252.57813003345
-62.152756304790174,136057.7327180704
-62.153662720374655,118279.43167223711
-62.15456913595912,0.0
-62.1554755515436,-3034.4446509465342
-62.156381967128084,13136.987801362062
-62.15728838271255,40730.82007779251
-62.15819479829703,27641.827509807772
-62.15910121388151,0.0
-62.160007629465994,-40526.154006944795
-62.16091404505046,-40290.525131583854
-62.16182046063494,-51370.85700616741
-62.16272687621942,-54771.6375750482
-62.16363329180389,0.0
-62.16453970738837,18164.651272901203
-62.16544612297285,4257.475962436496
-62.16635253855732,-25310.07247116363
-62.1672589541418,-18924.031392471457
-62.16816536972628,-1985.3290590305842
-62.16907178531076,-31366.219685010466
-62.16997820089523,-81539.62891827569
-62.17088461647971,-90941.65311106865
-62.17179103206419,-78576.32232771094
-62.17269744764866,-100143.23753601444
-62.17360386323314,-132764.61175531574
-62.17451027881762,-119721.82339344796
-62.17541669440209,-86564.1475674648
-62.17632310998657,-96485.40430355721
-62.17722952557105,-132563.7460931885
-62.17813594115553,-138708.11867899564
-62.17904235674,-133273.60701952863
-62.17994877232448,-166869.2438870068
-62.18085518790896,-212600.24365248313
-62.18176160349343,-214387.32046516967
-62.18266801907791,-198778.91529725486
-62.18357443466239,-222277.46963141495
-62.18448085024687,-254373.35554635545
-62.18538726583134,-231335.05511926056
-62.18629368141582,-179980.89350560168
-62.1872000970003,-168843.4931657171
-62.18810651258477,-182399.49189396578
-62.18901292816925,-163728.0839028777
-62.18991934375373,-136131.12957063975
-62.190825759338196,-160827.524154748
-62.19173217492268,-217375.73686572848
-62.19263859050716,-245623.18650525948
-62.19354500609164,-261844.76805749687
-62.194451421676106,-314250.26716363686
-62.19535783726059,-370011.08940502245
-62.19626425284507,-368165.4913036507
-62.197170668429536,-339325.7838014259
-62.19807708401402,-351383.00091913185
-62.1989834995985,-381788.5145532419
-62.199889915182965,-364938.8006106146
-62.200796330767446,-319324.52571271244
-62.20170274635193,-304207.4553620805
-62.20260916193641,-296381.4932532096
-62.203515577520875,-234683.88524219225
-62.204421993105356,-142186.05310316506
-62.20532840868984,-80281.86948154816
-62.206234824274304,-26715.518893201923
-62.207141239858785,76246.4764382581
-62.208047655443266,197923.72711947013
-62.20895407102773,268782.2247654395
-62.209860486612214,308337.70887302223
-62.210766902196696,377991.93932804815
-62.21167331778118,451692.130092572
-62.212579733365644,461166.54404783755
-62.213486148950125,427710.27542358014
-62.214392564534606,423348.75732542493
-62.21529898011907,442846.3213646593
-62.216205395703554,437721.3021441129
-62.217111811288035,432607.54823745857
-62.2180182268725,482131.0950303968
-62.21892464245698,555768.6790987425
-62.219831058041464,589769.488935007
-62.220737473625945,607682.5288217013
-62.22164388921041,664265.231504662
-62.22255030479489,718251.8004137276
-62.223456720379374,691074.9906739572
-62.22436313596384,607428.103750909
-62.22526955154832,548834.0715314611
-62.226175967132804,512726.42844797234
-62.22708238271727,446443.29594762827
-62.22798879830175,374115.7472045357
-62.22889521388623,356592.33747491695
-62.229801629470714,368045.96501423675
-62.23070804505518,343745.92205413023
-62.23161446063966,308427.59008045355
-62.23252087622414,328082.04279441794
-62.23342729180861,378889.1162402624
-62.23433370739309,394844.34498333937
-62.23524012297757,400472.76122952433
-62.23614653856204,464069.4332171788
-62.23705295414652,564230.1303625904
-62.237959369731,636055.0434969286
-62.23886578531548,704432.8342249257
-62.23977220089995,836013.8957982745
-62.24067861648443,1002443.5341812643
-62.24158503206891,1125810.3225939563
-62.24249144765338,1215072.3344872359
-62.24339786323786,1322525.3295198146
-62.24430427882234,1413531.5664418605
-62.24521069440681,1421588.5457057399
-62.24611710999129,1389226.8167912757
-62.24702352557577,1412537.7267302219
-62.24792994116025,1487611.0759055484
-62.24883635674472,1551252.5184275012
-62.2497427723292,1626708.345849022
-62.25064918791368,1781929.33574984
-62.25155560349815,1987105.1321682946
-62.25246201908263,2163995.9913351065
-62.25336843466711,2336912.142031445
-62.254274850251576,2584832.5008194475
-62.25518126583606,2883959.385076455
-62.25608768142054,3151175.096324109
-62.25699409700502,3404945.723002723
-62.25790051258949,3726153.198127453
-62.25880692817397,4096129.07091572
-62.25971334375845,4435215.207778819
-62.260619759342916,4770064.4151182305
-62.2615261749274,5200346.513605941
-62.26243259051188,5731561.481324086
-62.263339006096345,6309114.118525717
-62.264245421680826,6988479.469302894
-62.26515183726531,7895325.712823055
-62.26605825284979,9040744.304331293
-62.266964668434255,10359901.240126736
-62.267871084018736,11919140.844555147
-62.26877749960322,13899889.702915711
-62.269683915187684,16398222.78473514
