delta,y
-62.77999588924817,0.0
-62.78090230483264,-16952.657069198787
-62.78180872041712,-436928.9081741553
-62.7827151360016,-559315.8801956568
-62.783621551586066,-168507.95497571025
-62.78452796717055,0.0
-62.78543438275503,-259041.74855310656
-62.78634079833951,-363306.2363626389
-62.787247213923976,-12979.09712712001
-62.78815362950846,172751.19749205746
-62.78906004509294,0.0
-62.789966460677405,-384520.76529394835
-62.790872876261886,-144705.46216461062
-62.79177929184637,-1530.3991694897413
-62.792685707430834,-199670.7115452364
-62.793592123015316,0.0
-62.7944985385998,1152248.6472608363
-62.79540495418428,2059087.8814686518
-62.796311369768745,2356846.906982015
-62.797217785353226,2784744.502648662
-62.79812420093771,3632835.0874932576
-62.799030616522174,4107734.971580037
-62.799937032106655,3880432.5914343297
-62.800843447691136,3727187.420273206
-62.8017498632756,3982677.3901233356
-62.802656278860084,3913000.465424658
-62.803562694444565,3283877.3363486044
-62.804469110029046,2980771.5263029803
-62.80537552561351,3420029.365730197
-62.806281941197994,3931339.918340832
-62.807188356782476,4317867.647346369
-62.80809477236694,5336825.702084793
-62.809001187951424,6992041.853785644
-62.809907603535905,8102713.055451911
-62.81081401912037,8262747.064978199
-62.81172043470485,8486316.828013182
-62.812626850289334,9264986.023291916
-62.813533265873815,9825386.258364014
-62.81443968145828,9967912.398645086
-62.81534609704276,10676927.680377997
-62.816252512627244,12151945.687167745
-62.81715892821171,13222455.504525054
-62.81806534379619,13518022.450021505
-62.81897175938067,14208982.71891646
-62.819878174965154,15782139.313795857
-62.82078459054962,17149753.352392018
-62.8216910061341,17800988.001799032
-62.822597421718584,18698920.562751424
-62.82350383730305,20162917.48889642
-62.82441025288753,21060489.757049777
-62.82531666847201,21036938.748975545
-62.82622308405648,21318236.391799815
-62.82712949964096,22346453.87409976
-62.82803591522544,22897097.924226392
-62.82894233080992,22503740.27645647
-62.82984874639439,22400175.5583545
-62.83075516197887,23080607.93673922
-62.83166157756335,23389633.232753083
-62.83256799314782,23059770.33879008
-62.8334744087323,23591468.893619314
-62.83438082431678,25519188.47064467
-62.83528723990125,27425547.337396543
-62.83619365548573,28787937.2799158
-62.83710007107021,31069232.748095386
-62.83800648665469,34803873.08910936
-62.83891290223916,38457433.509631135
-62.83981931782364,41480862.97000204
-62.84072573340812,45598817.141964935
-62.84163214899259,51650936.86838493
-62.84253856457707,57950172.213930726
-62.84344498016155,63037273.3954966
-62.84435139574602,67172124.34547164
-62.8452578113305,70064029.36763543
-62.84616422691498,70472944.82571262
-62.84707064249946,69289293.65484855
-62.84797705808393,69501500.46169849
-62.84888347366841,71804642.93875925
-62.84978988925289,73853459.17335029
-62.850696304837356,74990476.65405932
-62.85160272042184,77584699.57525629
-62.85250913600632,82420321.95604303
-62.853415551590786,87393445.7215684
-62.85432196717527,92429665.75436303
-62.85522838275975,100788441.20185894
-62.85613479834423,113477165.2685584
-62.857041213928696,127337426.31089805
-62.85794762951318,140716259.20706093
-62.85885404509766,155750630.31888604
-62.859760460682125,172991760.54884276
-62.860666876266606,189745652.20378876
-62.86157329185109,206253082.1627569
-62.862479707435554,227202697.85078612
-62.863386123020035,254406169.06042376
-62.864292538604516,284819939.9506769
-62.865198954189,318708447.32245344
-62.866105369773464,362121036.9271998
-62.867011785357946,418174232.8841004
-62.86791820094243,484789941.26606196
-62.868824616526894,564998270.966943
-62.869731032111375,669696320.4793915
-62.870637447695856,806186380.651379
-62.87154386328032,976262853.384814
-62.872450278864804,1191456956.3147802
-62.873356694449285,1476291125.9320924
-62.874263110033766,1849988159.8239448
-62.87516952561823,2322098421.376644
-62.876075941202714,2908768220.0764275
-62.876982356787195,3610292580.283991
-62.87788877237166,4331101456.610554
-62.87879518795614,4848522925.036256
-62.879701603540624,4933175997.084729
-62.88060801912509,4535533103.079672
-62.88151443470957,3833728281.2354126
-62.882420850294054,3084606862.628698
-62.883327265878535,2447027974.0825505
-62.884233681463,1947280888.3249335
-62.88514009704748,1558595316.850194
-62.886046512631964,1260810348.4062858
-62.88695292821643,1036790518.9951692
-62.88785934380091,862612081.5539503
-62.88876575938539,721279777.9449942
-62.88967217496986,609427178.0561646
-62.89057859055434,523553055.21010596
-62.89148500613882,453181498.396738
-62.8923914217233,391550991.2566822
-62.89329783730777,340529406.5396547
-62.89420425289225,300723835.44150335
-62.89511066847673,266688945.46782842
-62.8960170840612,235049951.80349743
-62.89692349964568,208319004.40333185
-62.89782991523016,187635748.95107093
-62.89873633081463,169546631.77213767
-62.89964274639911,152544072.5283294
-62.90054916198359,139610398.64188123
-62.90145557756807,131713769.5763678
-62.90236199315254,125057339.3977158
-62.90326840873702,117013232.32529846
-62.9041748243215,109125171.38778932
-62.90508123990597,102367424.64638856
-62.90598765549045,94847602.44412415
-62.90689407107493,86085964.90209629
-62.9078004866594,78611851.81566612
-62.90870690224388,73507398.63096783
-62.90961331782836,68783345.7527191
-62.91051973341284,63590060.81442032
-62.91142614899731,59716530.46105935
-62.91233256458179,57583213.19532344
-62.91323898016627,54946485.016512744
-62.91414539575074,50955804.16305032
-62.91505181133522,47576749.89320613
-62.9159582269197,45693156.85451068
-62.916864642504166,43541556.54340356
-62.91777105808865,40284292.570138425
-62.91867747367313,37571009.18443209
-62.91958388925761,36276729.71194006
-62.920490304842076,35017897.82510589
-62.92139672042656,33111600.64555701
-62.92230313601104,31859057.22755055
-62.923209551595505,31752556.93118844
-62.924115967179986,31397355.43528612
-62.92502238276447,30278837.279964563
-62.925928798348934,29775926.22718918
-62.926835213933416,30488259.133230448
-62.9277416295179,31309644.6463202
-62.92864804510238,31948054.58210087
-62.929554460686845,33487442.41092407
-62.930460876271326,35512571.65799376
-62.93136729185581,35505150.6768451
-62.932273707440274,32260695.038596492
-62.933180123024755,27467089.28817369
-62.934086538609236,22941055.607916683
-62.9349929541937,18710613.464169726
-62.935899369778184,14726344.6651277
-62.936805785362665,11973029.208793534
-62.937712200947146,10705318.492922429
-62.93861861653161,9685907.258147474
-62.939525032116094,8223451.5796014685
-62.940431447700576,7101234.477226064
-62.94133786328504,6717310.3664449155
-62.942244278869524,6237472.730919411
-62.943150694454005,5324723.930905683
-62.94405711003847,4794287.666490482
-62.94496352562295,4840633.513571378
-62.945869941207434,4478820.637577461
-62.946776356791915,3427838.5557071865
-62.94768277237638,2744102.478988424
-62.94858918796086,2954884.0502588507
-62.949495603545344,3319909.905005334
-62.95040201912981,3485838.0229989253
-62.95130843471429,4058186.047170561
-62.95221485029877,4959196.013083609
-62.95312126588324,5035013.2128920965
-62.95402768146772,3946187.870317906
-62.9549340970522,2760208.967994919
-62.955840512636684,2082104.3422680628
-62.95674692822115,1266682.981186062
-62.95765334380563,41459.99721072242
-62.95855975939011,-786119.9584661108
-62.95946617497458,-867921.6969541647
-62.96037259055906,-959341.3698411286
-62.96127900614354,-1409388.8534015063
-62.96218542172801,-1526983.645577358
-62.96309183731249,-1027454.9408157617
-62.96399825289697,-629609.1663744785
-62.96490466848145,-660917.9390948247
-62.96581108406592,-511555.4351713918
-62.9667174996504,0.0
-62.96762391523488,383294.52745450474
-62.96853033081935,135122.85604551807
-62.96943674640383,-45104.48831721023
-62.97034316198831,122011.57840003632
-62.97124957757278,0.0
-62.97215599315726,-354077.773214085
-62.97306240874174,-484979.4456564365
-62.97396882432622,-101396.50743064005
-62.97487523991069,155898.94238477387
-62.97578165549517,0.0
-62.97668807107965,-19952.381632866338
-62.97759448666412,300326.89885182306
-62.9785009022486,356209.7345671505
-62.97940731783308,0.0
