delta,y
-113.04980420433519,0.0
-113.05071061991966,-1496.3231643327508
-113.05161703550415,-16009.854459856822
-113.05252345108862,-14623.83202784909
-113.05342986667311,27.19791502561384
-113.05433628225758,0.0
-113.05524269784205,-30496.974072710516
-113.05614911342654,-26525.210832780038
-113.05705552901101,3960.6028659393196
-113.05796194459548,14510.72503572228
-113.05886836017997,0.0
-113.05977477576444,19277.265338777186
-113.0606811913489,48830.1818592769
-113.0615876069334,49833.46931762836
-113.06249402251787,21150.924375388684
-113.06340043810233,0.0
-113.06430685368683,-15107.428012010816
-113.0652132692713,-55147.1073441169
-113.06611968485576,-110650.34857981099
-113.06702610044026,-135081.3210286789
-113.06793251602473,-125086.07608991623
-113.06883893160919,-115244.41349129577
-113.06974534719369,-99868.21279694585
-113.07065176277816,-46805.420175676205
-113.07155817836265,18483.954722327966
-113.07246459394712,35846.925928759534
-113.07337100953158,12556.434948909533
-113.07427742511608,8896.25090076754
-113.07518384070055,29957.599248818675
-113.07609025628501,30747.5159033066
-113.07699667186951,18632.62803213694
-113.07790308745398,42955.88467602158
-113.07880950303844,89948.60352066334
-113.07971591862294,100183.80785324395
-113.0806223342074,85319.46976907132
-113.08152874979187,112458.29396329104
-113.08243516537637,178286.24020923965
-113.08334158096083,217885.47935138544
-113.0842479965453,230863.27794806915
-113.0851544121298,272680.17039830476
-113.08606082771426,328649.0830077635
-113.08696724329873,330344.2542216137
-113.08787365888323,291495.4075136632
-113.08878007446769,288736.70446074463
-113.08968649005219,312882.3365344476
-113.09059290563665,284297.84148109844
-113.09149932122112,210150.13761643716
-113.09240573680562,173752.5077851239
-113.09331215239008,173100.82721330307
-113.09421856797455,131177.92613205197
-113.09512498355905,63146.65481440211
-113.09603139914351,63798.89358773769
-113.09693781472798,128838.62555078894
-113.09784423031248,163014.30008267052
-113.09875064589694,164945.50754683168
-113.09965706148141,220869.79337648174
-113.1005634770659,315823.80962363764
-113.10146989265037,345620.3999191767
-113.10237630823484,320448.4902311294
-113.10328272381933,356169.36557085055
-113.1041891394038,458445.91696937446
-113.10509555498827,522039.1734638852
-113.10600197057276,546315.095238833
-113.10690838615723,634376.5781396005
-113.10781480174172,778658.2314726142
-113.10872121732619,876004.8060192873
-113.10962763291066,950917.5307099367
-113.11053404849515,1119381.1200871891
-113.11144046407962,1338972.2259314687
-113.11234687966409,1458274.377811404
-113.11325329524858,1505662.4991530096
-113.11415971083305,1647987.1277486056
-113.11506612641752,1878537.6383524793
-113.11597254200201,2057190.4091651991
-113.11687895758648,2245505.591065959
-113.11778537317095,2656285.9714941178
-113.11869178875544,3269369.631345651
-113.11959820433991,3858782.0652159457
-113.12050461992438,4399129.051868193
-113.12141103550887,5056862.427892564
-113.12231745109334,5792190.811440402
-113.1232238666778,6411837.295710152
-113.1241302822623,7018484.00063569
-113.12503669784677,7928481.3126308825
-113.12594311343126,9138946.243690716
-113.12684952901573,10402101.293382294
-113.1277559446002,11827830.690113783
-113.12866236018469,13821093.526524248
-113.12956877576916,16430612.986498589
-113.13047519135363,19453529.85436682
-113.13138160693812,23201478.579473104
-113.13228802252259,28382334.92425767
-113.13319443810705,35233382.82562007
-113.13410085369155,43746134.358866476
-113.13500726927602,54797726.759837374
-113.13591368486048,69923903.00615487
-113.13682010044498,89987354.85129105
-113.13772651602945,115590969.20756431
-113.13863293161391,148491152.92627254
-113.13953934719841,189150359.0561448
-113.14044576278287,230678241.97889864
-113.14135217836734,258053988.7173502
-113.14225859395184,258048093.6036102
