delta,y
-62.150037058036744,0.0
-62.150943473621226,-8452.330405095592
-62.15184988920569,-44200.623828956624
-62.152756304790174,-61083.2358570192
-62.153662720374655,-32078.681008402258
-62.15456913595912,0.0
-62.1554755515436,-26884.069334601983
-62.156381967128084,-35059.1634158697
-62.15728838271255,-6972.947503142059
-62.15819479829703,11732.92281380482
-62.15910121388151,0.0
-62.160007629465994,20637.93035007827
-62.16091404505046,59614.85101715173
-62.16182046063494,65008.30823990889
-62.16272687621942,24121.137385550886
-62.16363329180389,0.0
-62.16453970738837,-8018.568099223776
-62.16544612297285,-4979.473979249131
-62.16635253855732,-13031.170315833995
-62.1672589541418,6438.2134098065435
-62.16816536972628,61371.79768629762
-62.16907178531076,91771.98146380245
-62.16997820089523,66761.36263845552
-62.17088461647971,28584.46262704197
-62.17179103206419,2588.202601109748
-62.17269744764866,-43989.19768082874
-62.17360386323314,-116004.69359106233
-62.17451027881762,-156156.59564331092
-62.17541669440209,-136214.94723212894
-62.17632310998657,-95347.49670833221
-62.17722952557105,-53721.259132615756
-62.17813594115553,22913.08276238083
-62.17904235674,139212.15965925925
-62.17994877232448,240321.53365061828
-62.18085518790896,300366.98152388027
-62.18176160349343,356350.98118193145
-62.18266801907791,424871.144302208
-62.18357443466239,470979.75709454087
-62.18448085024687,486746.03797496716
-62.18538726583134,512748.53054136015
-62.18629368141582,553305.5073966878
-62.1872000970003,556746.229843261
-62.18810651258477,507360.6475056582
-62.18901292816925,452393.7966917425
-62.18991934375373,412995.77012223937
-62.190825759338196,354802.50855420076
-62.19173217492268,273859.9996544089
-62.19263859050716,226899.27109119447
-62.19354500609164,245285.6105968122
-62.194451421676106,294102.0047108402
-62.19535783726059,342146.37396236253
-62.19626425284507,402351.9299292476
-62.197170668429536,485335.4561037251
-62.19807708401402,584501.0316396626
-62.1989834995985,722023.0068380891
-62.199889915182965,938227.6722094896
-62.200796330767446,1220602.283722245
-62.20170274635193,1507591.3721744586
-62.20260916193641,1767977.3314985663
-62.203515577520875,2011425.699391997
-62.204421993105356,2223981.630529253
-62.20532840868984,2368253.778087034
-62.206234824274304,2451577.861663008
-62.207141239858785,2525761.8418735205
-62.208047655443266,2618248.3096712404
-62.20895407102773,2725957.7673220485
-62.209860486612214,2866954.3705823803
-62.210766902196696,3065799.9887791188
-62.21167331778118,3290412.232555933
-62.212579733365644,3470075.047836504
-62.213486148950125,3575799.4393128324
-62.214392564534606,3630066.4584203805
-62.21529898011907,3651917.4533969616
-62.216205395703554,3649842.3454199005
-62.217111811288035,3652654.4583184114
-62.2180182268725,3689716.015815817
-62.21892464245698,3752757.6536261863
-62.219831058041464,3821569.8076795815
-62.220737473625945,3904336.5829184726
-62.22164388921041,4012375.155625104
-62.22255030479489,4129240.8473515273
-62.223456720379374,4248277.293196976
-62.22436313596384,4405129.126883802
-62.22526955154832,4633878.510310797
-62.226175967132804,4929822.400899399
-62.22708238271727,5286061.502298418
-62.22798879830175,5716262.3605663385
-62.22889521388623,6210945.621340497
-62.229801629470714,6728239.847732287
-62.23070804505518,7256797.588976929
-62.23161446063966,7825776.09095301
-62.23252087622414,8423502.950640697
-62.23342729180861,8965428.35600493
-62.23433370739309,9363352.577666847
-62.23524012297757,9576715.172968268
-62.23614653856204,9613973.770015553
-62.23705295414652,9569388.83536954
-62.237959369731,9639133.597156432
-62.23886578531548,9992374.615010407
-62.23977220089995,10630324.576935707
-62.24067861648443,11459456.71354618
-62.24158503206891,12452556.923790611
-62.24249144765338,13613752.829208618
-62.24339786323786,14855671.455377374
-62.24430427882234,16086474.92017522
-62.24521069440681,17372454.89813697
-62.24611710999129,18840033.546704907
-62.24702352557577,20475393.916911654
-62.24792994116025,22204983.24121189
-62.24883635674472,24087736.19703291
-62.2497427723292,26212289.18740573
-62.25064918791368,28509388.963882845
-62.25155560349815,30916891.283102736
-62.25246201908263,33614161.81312653
-62.25336843466711,36821414.6347351
-62.254274850251576,40521949.41234162
-62.25518126583606,44704160.30682468
-62.25608768142054,49698002.50236033
-62.25699409700502,55914611.27808232
-62.25790051258949,63501432.81350961
-62.25880692817397,72711179.35056698
-62.25971334375845,84351069.91877839
-62.260619759342916,99386690.24679025
-62.2615261749274,118518206.15681238
-62.26243259051188,142821114.50649652
-62.263339006096345,174320171.98277986
-62.264245421680826,215082569.25357988
-62.26515183726531,266299654.634626
-62.26605825284979,328889123.0913847
-62.266964668434255,402644141.5763206
-62.267871084018736,480786529.4069837
-62.26877749960322,545289394.0415226
-62.269683915187684,572979008.2226158
-62.270590330772166,551493132.938822
-62.27149674635665,489650937.2837141
-62.272403161941114,410477479.850032
-62.273309577525595,334540498.95092094
-62.274215993110076,270655187.47964257
-62.27512240869456,219143244.0004877
-62.276028824279024,178361564.22838223
-62.276935239863505,146637058.6345988
-62.277841655447986,121651195.07481495
-62.27874807103245,101282310.75301783
-62.279654486616934,84712460.4195655
-62.280560902201415,71617765.98491271
-62.28146731778588,61061480.01747602
-62.28237373337036,52074815.12779847
-62.283280148954844,44518678.72510932
-62.284186564539326,38494662.78384237
-62.28509298012379,33538938.5813726
-62.285999395708274,29116434.932223853
-62.286905811292755,25302371.879770312
-62.28781222687722,22299837.805646352
-62.2887186424617,19814531.045968242
-62.289625058046184,17499514.053563677
-62.29053147363065,15507883.19578895
-62.29143788921513,14045198.96222972
-62.29234430479961,12843998.621663706
-62.293250720384094,11598239.158273596
-62.29415713596856,10475551.039111
-62.29506355155304,9717811.165314438
-62.29596996713752,9155846.650629444
-62.29687638272199,8568135.386419512
-62.29778279830647,8105209.264377856
-62.29868921389095,7920084.130260007
-62.29959562947542,7767218.288360307
-62.3005020450599,7382850.014773843
-62.30140846064438,6894146.895722818
-62.30231487622886,6471087.030822298
-62.30322129181333,5951346.323419585
-62.30412770739781,5191121.125474611
-62.30503412298229,4422824.528997968
-62.30594053856676,3888832.934845202
-62.30684695415124,3461046.7313483497
-62.30775336973572,2971539.3142145276
-62.30865978532019,2574933.760320614
-62.30956620090467,2436905.8016122803
-62.31047261648915,2396977.120869785
-62.31137903207363,2276398.9566911515
-62.3122854476581,2198602.593367718
-62.31319186324258,2286627.759570782
-62.31409827882706,2368816.2563833813
-62.31500469441153,2301306.9861211907
-62.31591110999601,2266482.611315636
-62.31681752558049,2446133.4858622057
-62.31772394116496,2707726.449106976
-62.31863035674944,2897492.9536331194
-62.31953677233392,3113250.522805971
-62.3204431879184,3392312.347575999
-62.32134960350287,3465559.2916549924
-62.32225601908735,3141790.4373490596
-62.32316243467183,2635948.6620451333
-62.324068850256296,2218518.4398431024
-62.32497526584078,1839526.6289877272
-62.32588168142526,1386702.1364127165
-62.326788097009725,1000859.7500600498
-62.327694512594206,822556.6512161037
-62.32860092817869,710563.8232055344
-62.32950734376317,512779.3136393074
-62.330413759347636,348726.0079687806
-62.33132017493212,344273.8033046569
-62.3322265905166,358588.91918571526
-62.333133006101065,248434.16460714536
-62.334039421685546,134036.95102050155
-62.33494583727003,137643.45510443626
-62.335852252854494,130289.01482386561
-62.336758668438975,0.0
-62.337665084023456,-77547.29090054613
-62.33857149960794,6896.885640794411
-62.339477915192404,106871.47594550485
-62.340384330776885,69153.1426595687
-62.341290746361366,0.0
-62.34219716194583,75618.21737606358
-62.343103577530314,114557.00172945671
-62.344009993114796,19214.708651974797
-62.34491640869926,-59265.667658723425
-62.345822824283744,0.0
-62.346729239868225,86814.4813225281
-62.347635655452706,28040.61075220583
-62.34854207103717,-44517.5774373333
-62.349448486621654,0.0
