delta,y
-62.77999588924817,0.0
-62.78090230483264,-471743.8724126676
-62.78180872041712,-554715.3210144136
-62.7827151360016,-470005.8536498826
-62.783621551586066,-356177.5776763959
-62.78452796717055,0.0
-62.78543438275503,241113.0591239836
-62.78634079833951,367614.78946787585
-62.787247213923976,197866.96243612003
-62.78815362950846,24331.647784205154
-62.78906004509294,0.0
-62.789966460677405,29108.24843125418
-62.790872876261886,-180445.3057937324
-62.79177929184637,-281762.2843804285
-62.792685707430834,-109301.03581471741
-62.793592123015316,0.0
-62.7944985385998,-15253.220473503694
-62.79540495418428,-86764.01461243816
-62.796311369768745,-124454.79850922897
-62.797217785353226,-438370.7941773962
-62.79812420093771,-1084666.1864623819
-62.799030616522174,-1593584.5552812815
-62.799937032106655,-1700861.2822738476
-62.800843447691136,-1722883.9924765546
-62.8017498632756,-1873808.4858794361
-62.802656278860084,-1867149.2410054132
-62.803562694444565,-1543742.2836650703
-62.804469110029046,-1227708.5789730474
-62.80537552561351,-1093692.3335006423
-62.806281941197994,-842038.9599674288
-62.807188356782476,-361306.1555249095
-62.80809477236694,-42452.08543271944
-62.809001187951424,-79461.46337509342
-62.809907603535905,-137315.76280934364
-62.81081401912037,-51278.43737478927
-62.81172043470485,-137311.4572865013
-62.812626850289334,-462591.30732528865
-62.813533265873815,-559388.7434500419
-62.81443968145828,-234222.11114547588
-62.81534609704276,93096.49393455498
-62.816252512627244,215025.68370663747
-62.81715892821171,512546.6897410583
-62.81806534379619,1153122.4750932995
-62.81897175938067,1755914.6175408997
-62.819878174965154,2248015.7378624156
-62.82078459054962,3182255.6624946687
-62.8216910061341,4767340.6455427855
-62.822597421718584,6450499.207957476
-62.82350383730305,7901526.263761746
-62.82441025288753,9508477.318724874
-62.82531666847201,11434598.364141084
-62.82622308405648,13125013.472983787
-62.82712949964096,14273148.33690786
-62.82803591522544,15359469.728146538
-62.82894233080992,16709798.408443393
-62.82984874639439,17949251.44425102
-62.83075516197887,18907772.692058146
-62.83166157756335,20090455.06077399
-62.83256799314782,21686591.021542978
-62.8334744087323,23080709.70666018
-62.83438082431678,23901313.527944744
-62.83528723990125,24557403.558878306
-62.83619365548573,25192339.94754698
-62.83710007107021,25189356.23902882
-62.83800648665469,24341626.89263263
-62.83891290223916,23445428.064969495
-62.83981931782364,23102286.308261395
-62.84072573340812,23026384.727601238
-62.84163214899259,23168354.408341892
-62.84253856457707,24344731.58310538
-62.84344498016155,27010038.710289955
-62.84435139574602,30517757.666276753
-62.8452578113305,34298656.92500673
-62.84616422691498,38621255.61747391
-62.84707064249946,43519430.52054282
-62.84797705808393,48248386.192775235
-62.84888347366841,52587667.70221993
-62.84978988925289,57428589.213373646
-62.850696304837356,63291763.0783329
-62.85160272042184,69561031.81158765
-62.85250913600632,75964253.83456117
-62.853415551590786,83398606.58110516
-62.85432196717527,92352227.71454214
-62.85522838275975,101794991.67909753
-62.85613479834423,110454979.28855868
-62.857041213928696,117862854.77022704
-62.85794762951318,123491811.91312522
-62.85885404509766,126566973.88817458
-62.859760460682125,127648178.55415598
-62.860666876266606,128755535.62287034
-62.86157329185109,131016597.51666027
-62.862479707435554,133868217.43282291
-62.863386123020035,137321758.07302722
-62.864292538604516,142895596.751035
-62.865198954189,151246003.39598584
-62.866105369773464,161058900.4230164
-62.867011785357946,171521629.85149896
-62.86791820094243,183704241.1271668
-62.868824616526894,198261477.9473257
-62.869731032111375,214167513.50604874
-62.870637447695856,231124669.07502097
-62.87154386328032,250730810.15117788
-62.872450278864804,273816859.4156505
-62.873356694449285,299346797.5731949
-62.874263110033766,327503006.74641025
-62.87516952561823,360870321.71859974
-62.876075941202714,400881384.73275095
-62.876982356787195,446463835.59182334
