delta,y
-62.150037058036744,0.0
-62.150943473621226,-20347.798814004287
-62.15184988920569,225540.58636903763
-62.152756304790174,487760.8899341272
-62.153662720374655,308203.6293608304
-62.15456913595912,0.0
-62.1554755515436,-33076.75050697755
-62.156381967128084,172721.90860378183
-62.15728838271255,85880.67447713576
-62.15819479829703,-114785.74612949137
-62.15910121388151,0.0
-62.160007629465994,328023.7227378469
-62.16091404505046,125375.15554630477
-62.16182046063494,-278824.49301259127
-62.16272687621942,-254922.2457240913
-62.16363329180389,0.0
-62.16453970738837,-16617.479924002662
-62.16544612297285,-18133.091131843626
-62.16635253855732,531274.4761296529
-62.1672589541418,1276672.9335234193
-62.16816536972628,1567804.6675866963
-62.16907178531076,1680969.7712272396
-62.16997820089523,2280830.219534206
-62.17088461647971,3192297.0436417786
-62.17179103206419,3867844.379353051
-62.17269744764866,4489680.909202277
-62.17360386323314,5405455.577778116
-62.17451027881762,6089802.580555195
-62.17541669440209,5914617.769036826
-62.17632310998657,5321289.798697928
-62.17722952557105,4984961.507621482
-62.17813594115553,4531198.426596748
-62.17904235674,3401359.608046923
-62.17994877232448,2230854.0470252987
-62.18085518790896,1956702.3385381615
-62.18176160349343,2301175.8230048353
-62.18266801907791,2561558.686707872
-62.18357443466239,3084542.876638499
-62.18448085024687,4439030.709059655
-62.18538726583134,5961030.904345171
-62.18629368141582,6722613.77789815
-62.1872000970003,7139658.249280859
-62.18810651258477,8024717.540895948
-62.18901292816925,8940917.070751347
-62.18991934375373,9186124.966765666
-62.190825759338196,9476577.14230882
-62.19173217492268,10855140.045217482
-62.19263859050716,12840446.186334103
-62.19354500609164,14483805.48131989
-62.194451421676106,16294746.433807742
-62.19535783726059,19217495.95188089
-62.19626425284507,22710573.59083634
-62.197170668429536,25834617.823399574
-62.19807708401402,29206671.371432792
-62.1989834995985,33791546.22172588
-62.199889915182965,38770324.666523546
-62.200796330767446,42668333.11025575
-62.20170274635193,45482609.77406131
-62.20260916193641,47655227.24794911
-62.203515577520875,48356100.89623408
-62.204421993105356,47120879.72125641
-62.20532840868984,45738881.40727963
-62.206234824274304,45989836.88165715
-62.207141239858785,46954323.85171455
-62.208047655443266,47126782.36414547
-62.20895407102773,47511466.41847949
-62.209860486612214,49786845.09963727
-62.210766902196696,53187397.02065108
-62.21167331778118,56323704.02986055
-62.212579733365644,60273143.47803024
-62.213486148950125,66535264.176395796
-62.214392564534606,73832203.00977065
-62.21529898011907,80494781.51793481
-62.216205395703554,87986121.03830604
-62.217111811288035,98259487.66371176
-62.2180182268725,109879923.87154058
-62.21892464245698,120954596.70153084
-62.219831058041464,133495841.61702023
-62.220737473625945,150322737.38681734
-62.22164388921041,170326809.65762466
-62.22255030479489,191918384.9475563
-62.223456720379374,218277916.20485002
-62.22436313596384,253565952.3444957
-62.22526955154832,297263096.2383484
-62.226175967132804,348823531.94995856
-62.22708238271727,414451713.80746645
-62.22798879830175,502101196.7858412
-62.22889521388623,614272946.6713791
-62.229801629470714,754858895.8560854
-62.23070804505518,938510741.1566417
-62.23161446063966,1182619049.4409802
-62.23252087622414,1494781828.1982577
-62.23342729180861,1877196117.8818588
-62.23433370739309,2325363115.671333
-62.23524012297757,2788795385.3633647
-62.23614653856204,3135663532.182717
-62.23705295414652,3205813388.378709
-62.237959369731,2938882962.5527577
-62.23886578531548,2441626216.2889814
-62.23977220089995,1906132842.0050888
-62.24067861648443,1466526251.8422136
-62.24158503206891,1144685758.4005103
-62.24249144765338,906930076.0813116
-62.24339786323786,728194846.2608292
-62.24430427882234,597178445.9551564
-62.24521069440681,498501196.59867084
-62.24611710999129,417101868.8319178
-62.24702352557577,349880776.90517765
-62.24792994116025,298650784.1799654
-62.24883635674472,258638205.98777273
-62.2497427723292,223170796.2904569
-62.25064918791368,192481286.8995626
-62.25155560349815,169238650.57309777
-62.25246201908263,150850730.7566472
-62.25336843466711,133267764.63171996
-62.254274850251576,117529755.05710505
-62.25518126583606,106221598.53704064
-62.25608768142054,97580483.02800843
-62.25699409700502,88610224.14411294
-62.25790051258949,80259875.05886772
-62.25880692817397,74536443.65090956
-62.25971334375845,69895359.43190227
-62.260619759342916,64021618.11285945
-62.2615261749274,58054303.077437595
-62.26243259051188,53897276.740617365
-62.263339006096345,50243229.63991153
-62.264245421680826,45130639.17691727
-62.26515183726531,39751943.00021337
-62.26605825284979,36110097.84362764
-62.266964668434255,33384821.625030637
-62.267871084018736,29971307.546145983
-62.26877749960322,26741450.52661137
-62.269683915187684,25084493.909749128
-62.270590330772166,23931934.172880888
-62.27149674635665,21766531.467254147
-62.272403161941114,19541434.64289027
-62.273309577525595,18779959.44770268
-62.274215993110076,18728712.214973547
-62.27512240869456,18051755.92725759
-62.276028824279024,17452560.677113295
-62.276935239863505,18055680.65800486
-62.277841655447986,18983758.48336214
-62.27874807103245,18989924.735657062
-62.279654486616934,18806473.79544328
-62.280560902201415,19572115.05519486
-62.28146731778588,20568819.829533868
-62.28237373337036,20721871.51409427
-62.283280148954844,20775649.51790791
-62.284186564539326,21893487.72549567
-62.28509298012379,23599214.020894792
-62.285999395708274,25004945.932753444
-62.286905811292755,26473761.82595995
-62.28781222687722,28168306.11995375
-62.2887186424617,28599756.532023918
-62.289625058046184,26631828.216561668
-62.29053147363065,23479655.82032591
-62.29143788921513,20853125.627553314
-62.29234430479961,18552449.41244192
-62.293250720384094,15694991.683369776
-62.29415713596856,12822896.23738449
-62.29506355155304,10879015.257602336
-62.29596996713752,9414836.77453624
-62.29687638272199,7660930.502922935
-62.29778279830647,6172438.109339788
-62.29868921389095,5695390.968436518
-62.29959562947542,5582728.099972161
-62.3005020450599,4973948.224910361
-62.30140846064438,4373254.52491991
-62.30231487622886,4476931.408060074
-62.30322129181333,4622349.784798449
-62.30412770739781,3986754.597180892
-62.30503412298229,3188471.4355118778
-62.30594053856676,3140174.0321471114
-62.30684695415124,3395414.6499779243
-62.30775336973572,3133666.3341970406
-62.30865978532019,2717400.476616157
-62.30956620090467,2791916.9750452107
-62.31047261648915,2875143.383681574
-62.31137903207363,2304700.879078473
-62.3122854476581,1614078.6946263593
-62.31319186324258,1563549.9375423035
-62.31409827882706,1736091.9769417355
-62.31500469441153,1427197.0536136692
-62.31591110999601,991339.4336862452
-62.31681752558049,1003392.5101464223
-62.31772394116496,1012639.7409658879
-62.31863035674944,417223.26550218463
-62.31953677233392,-311641.12412970886
-62.3204431879184,-508377.3563967142
-62.32134960350287,-531937.3374401787
-62.32225601908735,-926670.922103106
-62.32316243467183,-1263968.4694198938
-62.324068850256296,-998273.8868893338
-62.32497526584078,-606079.8657753738
-62.32588168142526,-718975.7404506048
-62.326788097009725,-968230.7455945881
-62.327694512594206,-799516.8154703816
-62.32860092817869,-581428.3405281696
-62.32950734376317,-807136.6940604374
-62.330413759347636,-1040219.8027988803
-62.33132017493212,-741220.431153994
-62.3322265905166,-322918.22613842227
-62.333133006101065,-334116.9583294131
-62.334039421685546,-414270.45928340964
-62.33494583727003,-88637.96611068118
-62.335852252854494,220264.23823975492
-62.336758668438975,0.0
-62.337665084023456,-261367.23629581276
-62.33857149960794,-93581.96750318306
-62.339477915192404,171845.1264801924
-62.340384330776885,76745.51594464108
-62.341290746361366,0.0
-62.34219716194583,171115.4694034299
-62.343103577530314,413665.00583514385
-62.344009993114796,222792.22796177585
-62.34491640869926,-62434.14604652999
-62.345822824283744,0.0
-62.346729239868225,254319.07557658618
-62.347635655452706,55923.07250441611
-62.34854207103717,-192237.56162353233
-62.349448486621654,0.0
