delta,y
-62.77999588924817,0.0
-62.78090230483264,-290517.5908546434
-62.78180872041712,-204139.39678949583
-62.7827151360016,76392.60961625446
-62.783621551586066,61174.07064754004
-62.78452796717055,0.0
-62.78543438275503,252122.95061143348
-62.78634079833951,621461.9583941521
-62.787247213923976,486393.6061812686
-62.78815362950846,77910.96397162369
-62.78906004509294,0.0
-62.789966460677405,-24095.267688591965
-62.790872876261886,-363700.4543898571
-62.79177929184637,-702066.1268564891
-62.792685707430834,-463231.00885033887
-62.793592123015316,0.0
-62.7944985385998,181011.03049933352
-62.79540495418428,-62730.252046938986
-62.796311369768745,-186705.24971396197
-62.797217785353226,-367109.29872353375
-62.79812420093771,-1007307.153800508
-62.799030616522174,-1602240.9314546548
-62.799937032106655,-1383435.9217306776
-62.800843447691136,-634208.7564411694
-62.8017498632756,-119618.1620397633
-62.802656278860084,267537.6982672615
-62.803562694444565,1021286.9209749224
-62.804469110029046,1789466.3479011497
-62.80537552561351,2008833.6370682726
-62.806281941197994,2192126.5806438876
-62.807188356782476,3141660.262934652
-62.80809477236694,4425367.866550206
-62.809001187951424,5079319.70965854
-62.809907603535905,5247599.09055319
-62.81081401912037,5630884.750817378
-62.81172043470485,5923188.286244526
-62.812626850289334,5400437.35143812
-62.813533265873815,4500940.001008676
-62.81443968145828,4194336.314654734
-62.81534609704276,4322702.763379797
-62.816252512627244,4186181.29523848
-62.81715892821171,4169120.954453582
-62.81806534379619,5081253.594381183
-62.81897175938067,6483731.625794983
-62.819878174965154,7411610.472851403
-62.82078459054962,8138213.527864339
-62.8216910061341,9444635.835825082
-62.822597421718584,10833986.58217921
-62.82350383730305,11381274.602329656
-62.82441025288753,11678094.109841319
-62.82531666847201,12942106.75478274
-62.82622308405648,14857408.543956991
-62.82712949964096,16336828.401372902
-62.82803591522544,17728472.727981757
-62.82894233080992,20125150.5596268
-62.82984874639439,23184897.70179859
-62.83075516197887,25875562.504177533
-62.83166157756335,28702502.704854973
-62.83256799314782,32882283.03920451
-62.8334744087323,37928357.76072025
-62.83438082431678,42307741.93510261
-62.83528723990125,45728497.57402575
-62.83619365548573,48485507.1673973
-62.83710007107021,49574544.873460054
-62.83800648665469,48123267.066175446
-62.83891290223916,45763739.04985068
-62.83981931782364,44815776.69390924
-62.84072573340812,45043116.34369685
-62.84163214899259,44980137.92191113
-62.84253856457707,45233321.24372892
-62.84344498016155,47274413.58986258
-62.84435139574602,50204292.24041185
-62.8452578113305,52271375.643430755
-62.84616422691498,54511092.86967283
-62.84707064249946,59192565.49230939
-62.84797705808393,65769053.609069034
-62.84888347366841,72221214.55781038
-62.84978988925289,79167162.04890105
-62.850696304837356,88499625.85664557
-62.85160272042184,99342847.3357792
-62.85250913600632,109883888.21243219
-62.853415551590786,121689798.62517948
-62.85432196717527,137282720.87862065
-62.85522838275975,155222086.56953868
-62.85613479834423,173191714.81124166
-62.857041213928696,194059015.41862813
-62.85794762951318,222619527.19704098
-62.85885404509766,258571312.44076356
-62.859760460682125,300070297.69907683
-62.860666876266606,351956078.98704004
-62.86157329185109,422118767.11505306
-62.862479707435554,512726307.2725811
-62.863386123020035,625782356.6089689
-62.864292538604516,775008531.7383758
-62.865198954189,980318685.5556873
-62.866105369773464,1254606869.7317874
-62.867011785357946,1611207946.2318418
-62.86791820094243,2072507889.9020116
-62.868824616526894,2629088951.2132444
-62.869731032111375,3172530419.022189
-62.870637447695856,3507761595.810601
-62.87154386328032,3483342353.9627647
-62.872450278864804,3118281377.233458
-62.873356694449285,2582459769.481164
-62.874263110033766,2055698630.2756922
-62.87516952561823,1622187872.760634
-62.876075941202714,1283255252.510871
-62.876982356787195,1020790452.6903992
-62.87788877237166,822791574.1891767
-62.87879518795614,674048311.6804494
-62.879701603540624,556792630.972269
-62.88060801912509,462562898.0894984
-62.88151443470957,390245431.2033713
-62.882420850294054,334836701.3941234
