delta,y
-62.150037058036744,0.0
-62.150943473621226,73565.74604104646
-62.15184988920569,-25251.25505205989
-62.152756304790174,-231616.93908777926
-62.153662720374655,-190613.8487957921
-62.15456913595912,0.0
-62.1554755515436,53184.5290640546
-62.156381967128084,-111435.80773696117
-62.15728838271255,-121011.33219095133
-62.15819479829703,7024.264987562783
-62.15910121388151,0.0
-62.160007629465994,-280376.483924252
-62.16091404505046,-165067.28622597083
-62.16182046063494,159466.58295895346
-62.16272687621942,196237.55961875338
-62.16363329180389,0.0
-62.16453970738837,231946.98489656113
-62.16544612297285,651466.5716221826
-62.16635253855732,884753.8687008498
-62.1672589541418,1001750.9382004971
-62.16816536972628,1360710.0828917688
-62.16907178531076,1819833.1492840927
-62.16997820089523,1948841.6901268102
-62.17088461647971,1878167.084096754
-62.17179103206419,2104832.8664591312
-62.17269744764866,2620821.846503324
-62.17360386323314,3067091.6955870735
-62.17451027881762,3542673.4951503454
-62.17541669440209,4382394.307517306
-62.17632310998657,5349912.121526584
-62.17722952557105,5964849.371399483
-62.17813594115553,6412376.3812421225
-62.17904235674,7195389.735089783
-62.17994877232448,8123970.96945762
-62.18085518790896,8627731.802498013
-62.18176160349343,8829265.184446525
-62.18266801907791,9290794.290948328
-62.18357443466239,9939018.445158424
-62.18448085024687,10307091.221819796
-62.18538726583134,10618553.142050253
-62.18629368141582,11525426.425124902
-62.1872000970003,12950787.920478176
-62.18810651258477,14276790.13598013
-62.18901292816925,15484302.273839451
-62.18991934375373,17013637.050841987
-62.190825759338196,18722836.94722073
-62.19173217492268,20114582.95705711
-62.19263859050716,21359346.8107249
-62.19354500609164,22937757.015814833
-62.194451421676106,24529616.35486203
-62.19535783726059,25458929.163391594
-62.19626425284507,25974735.95865167
-62.197170668429536,26865140.352914993
-62.19807708401402,28099305.16845561
-62.1989834995985,29127480.255155023
-62.199889915182965,30206834.55404897
-62.200796330767446,32090777.50085956
-62.20170274635193,34698658.50099181
-62.20260916193641,37389943.52349646
-62.203515577520875,40127898.50748084
-62.204421993105356,42977552.48514919
-62.20532840868984,44999467.3411931
-62.206234824274304,45282970.701188385
-62.207141239858785,44661001.430149496
-62.208047655443266,44770609.05488864
-62.20895407102773,45878106.58210758
-62.209860486612214,47297563.53850914
-62.210766902196696,49312594.88085888
-62.21167331778118,52701559.7994806
-62.212579733365644,56881006.55691814
-62.213486148950125,60608797.18623172
-62.214392564534606,64099820.733623035
-62.21529898011907,68392109.32034928
-62.216205395703554,73198464.02786715
-62.217111811288035,77632047.22513403
-62.2180182268725,82426610.47147991
-62.21892464245698,88991131.04850961
-62.219831058041464,96934517.86970209
-62.220737473625945,105190800.9353824
-62.22164388921041,114894523.62970763
-62.22255030479489,128247409.43111916
-62.223456720379374,145307083.82633144
-62.22436313596384,165103687.262865
-62.22526955154832,189140817.9279321
-62.226175967132804,220302641.98458922
-62.22708238271727,259265874.33364764
-62.22798879830175,306015063.1411198
-62.22889521388623,363948237.80499893
-62.229801629470714,438146701.29409194
-62.23070804505518,531155625.4531093
-62.23161446063966,646138198.6797438
-62.23252087622414,792915411.2629056
-62.23342729180861,984697819.0038103
-62.23433370739309,1231078275.2469227
-62.23524012297757,1541028550.832055
-62.23614653856204,1922894894.5653007
-62.23705295414652,2355236141.247588
-62.237959369731,2748349008.5320296
-62.23886578531548,2961278098.9129143
-62.23977220089995,2892336848.0895276
-62.24067861648443,2562775277.9245715
-62.24158503206891,2102356741.8494592
-62.24249144765338,1652040092.59051
-62.24339786323786,1285201072.8563974
-62.24430427882234,1007743625.502277
-62.24521069440681,800956461.2034619
-62.24611710999129,647584077.1028948
-62.24702352557577,532713247.9538364
-62.24792994116025,443358973.27812976
-62.24883635674472,372637852.31614625
-62.2497427723292,318066553.1577629
-62.25064918791368,275666787.7947436
-62.25155560349815,240212378.53688708
-62.25246201908263,209704685.4384038
-62.25336843466711,184775059.46325162
-62.254274850251576,164441168.30044731
-62.25518126583606,146220011.72234136
-62.25608768142054,129487274.91298437
-62.25699409700502,115232720.48559804
-62.25790051258949,103150424.44085714
-62.25880692817397,91898875.75106885
-62.25971334375845,81540004.28650972
-62.260619759342916,73052540.3528557
-62.2615261749274,66042614.50464474
-62.26243259051188,59308535.67537257
-62.263339006096345,53063866.52738781
-62.264245421680826,48410921.43885289
-62.26515183726531,45165592.129916914
-62.26605825284979,42195315.40837372
-62.266964668434255,39356984.33828247
-62.267871084018736,37225980.041221805
-62.26877749960322,35434594.709252
-62.269683915187684,33086774.433198232
-62.270590330772166,30412193.801622044
-62.27149674635665,28373958.987394124
-62.272403161941114,26994909.30680295
-62.273309577525595,25521830.280287754
-62.274215993110076,23835150.121577222
-62.27512240869456,22313922.03496694
-62.276028824279024,20722984.976200983
-62.276935239863505,18579277.40569327
-62.277841655447986,16262730.491082575
-62.27874807103245,14524218.539020779
-62.279654486616934,13241192.310710885
-62.280560902201415,11804538.90781267
-62.28146731778588,10356530.269086828
-62.28237373337036,9533834.107986804
-62.283280148954844,9358030.100313889
-62.284186564539326,9451566.596291691
-62.28509298012379,9988862.181953566
-62.285999395708274,11399497.99357875
-62.286905811292755,13464133.038615417
-62.28781222687722,15646715.09027063
-62.2887186424617,17909972.166578777
-62.289625058046184,20226933.587012038
-62.29053147363065,21718869.629476342
-62.29143788921513,21374468.429496642
-62.29234430479961,19400641.37062995
-62.293250720384094,16934736.228222787
-62.29415713596856,14670417.110451784
-62.29506355155304,12631918.23449758
-62.29596996713752,10975259.974125782
-62.29687638272199,10014238.740585696
-62.29778279830647,9580451.680379948
-62.29868921389095,9208275.48080818
-62.29959562947542,8865038.140583364
-62.3005020450599,8803438.666710101
-62.30140846064438,8881875.077427968
-62.30231487622886,8732920.57567416
-62.30322129181333,8411111.095461197
-62.30412770739781,8195612.565021964
-62.30503412298229,7955636.44793319
-62.30594053856676,7380230.456544256
-62.30684695415124,6638085.0617766045
-62.30775336973572,6154727.265931579
-62.30865978532019,5919588.217622236
-62.30956620090467,5635092.547808137
-62.31047261648915,5353816.481149195
-62.31137903207363,5342478.167645078
-62.3122854476581,5493584.939780844
-62.31319186324258,5485116.449009612
-62.31409827882706,5371120.40039087
-62.31500469441153,5435253.4592430545
-62.31591110999601,5604387.845061056
-62.31681752558049,5558485.833592193
-62.31772394116496,5280657.588998862
-62.31863035674944,4978090.127385739
-62.31953677233392,4612656.982049789
-62.3204431879184,4027227.5456098565
-62.32134960350287,3391738.288472671
-62.32225601908735,3016136.399190112
-62.32316243467183,2842682.59446915
-62.324068850256296,2589769.8024747665
-62.32497526584078,2261872.088980185
-62.32588168142526,2061286.5419472754
-62.326788097009725,1936042.3925415114
-62.327694512594206,1671840.4137913776
-62.32860092817869,1312749.7282700045
-62.32950734376317,1064241.5542027215
-62.330413759347636,898666.877981598
-62.33132017493212,657576.4511753707
-62.3322265905166,412340.0441224985
-62.333133006101065,329931.55371070467
-62.334039421685546,316499.52625701996
-62.33494583727003,178951.18940956006
-62.335852252854494,3877.111577910371
-62.336758668438975,0.0
-62.337665084023456,61300.005094695836
-62.33857149960794,22799.536336285062
-62.339477915192404,-76050.47863821033
-62.340384330776885,-62628.22491623927
-62.341290746361366,0.0
-62.34219716194583,75394.58258928382
-62.343103577530314,33673.26657934347
-62.344009993114796,36470.83475481416
-62.34491640869926,60217.265308913775
-62.345822824283744,0.0
-62.346729239868225,-220320.24839129765
-62.347635655452706,-232013.56306762574
-62.34854207103717,-100177.0081899052
-62.349448486621654,0.0
