delta,y
-62.150037058036744,0.0
-62.150943473621226,-27935.35261079634
-62.15184988920569,-34890.25408228894
-62.152756304790174,-59113.53400383773
-62.153662720374655,-63254.69156797079
-62.15456913595912,0.0
-62.1554755515436,2465.3673409253242
-62.156381967128084,-18708.427077170112
-62.15728838271255,-39044.36577835155
-62.15819479829703,-20304.014765160333
-62.15910121388151,0.0
-62.160007629465994,-23587.847055303107
-62.16091404505046,-46706.94645978435
-62.16182046063494,-21603.45786498359
-62.16272687621942,10975.78096520825
-62.16363329180389,0.0
-62.16453970738837,-14999.120619779162
-62.16544612297285,8644.03522607655
-62.16635253855732,28746.071455574594
-62.1672589541418,-4060.7596043186495
-62.16816536972628,-45170.65186907753
-62.16907178531076,-37601.77097589424
-62.16997820089523,-17479.76959895977
-62.17088461647971,-36034.11686735251
-62.17179103206419,-55325.3003126969
-62.17269744764866,-26016.29384369921
-62.17360386323314,10077.96357977367
-62.17451027881762,790.7483708570944
-62.17541669440209,-12372.859092302155
-62.17632310998657,22746.892890749266
-62.17722952557105,61906.65276179195
-62.17813594115553,48329.175747266505
-62.17904235674,24356.160833603353
-62.17994877232448,50589.07878852368
-62.18085518790896,91443.76370012248
-62.18176160349343,89458.19484962232
-62.18266801907791,76554.17077424866
-62.18357443466239,105012.30622530216
-62.18448085024687,145724.79293300014
-62.18538726583134,159579.6155085091
-62.18629368141582,189165.99097382138
-62.1872000970003,274515.9890853836
-62.18810651258477,359639.4761927775
-62.18901292816925,387119.4230975533
-62.18991934375373,402256.7557157017
-62.190825759338196,461305.82543260534
-62.19173217492268,524934.6570609274
-62.19263859050716,546748.9377228133
-62.19354500609164,575854.3275445413
-62.194451421676106,665031.44794084
-62.19535783726059,769889.5739540495
-62.19626425284507,846120.563102146
-62.197170668429536,950769.5500280424
-62.19807708401402,1136436.8823105022
-62.1989834995985,1340498.9316023453
-62.199889915182965,1490507.1145383555
-62.200796330767446,1624181.0495073125
-62.20170274635193,1795611.0955175585
-62.20260916193641,1962168.2975346956
-62.203515577520875,2076699.9981197435
-62.204421993105356,2191250.2392543717
-62.20532840868984,2354247.7682444556
